company,title,description,url,publishedAt,source,label,score,prob_negative,prob_neutral,prob_positive
Bitcoin,Ahead of Market: 10 things that will decide stock market action on Tuesday,"Indian markets closed lower on Monday, led by IT stocks, as renewed US-China trade tensions and a US government shutdown dampened investor sentiment. Analysts noted profit booking in consumption sectors and mixed Q2 earnings, though mid- and small-cap stocks …",https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-market-action-on-tuesday/articleshow/124531883.cms,2025-10-13T16:21:05Z,The Times of India,positive,0.9999374151229858,6.758036761311814e-06,5.5788270401535556e-05,0.9999374151229858
Bitcoin,"While Government Stalls, the White House Plots Its Crypto Move? US Crypto News",What is the biggest crypto news today? The White House has a candidate for the CFTC chair as the US faces record shutdown delays.,https://beincrypto.com/white-house-cftc-mike-selig-shutdown-us-crypto-news/,2025-10-13T16:14:56Z,BeInCrypto,positive,0.9841380715370178,0.014260848984122276,0.001601099269464612,0.9841380715370178
Bitcoin,BlackRock CEO Larry Fink Says There's A Role For Crypto 'In The Same Way There Is For Gold',"BlackRock Inc. (NYSE:BLK) CEO Larry Fink said cryptocurrencies have a legitimate role similar to gold, reversing his earlier skepticism during an interview with CBS' 60 Minutes.
Fink Reverses Course As Crypto Gains Ground Like Gold
Fink acknowledged that he o…",https://biztoc.com/x/82c3485022f75341,2025-10-13T16:12:07Z,Biztoc.com,negative,0.9987407326698303,0.9987407326698303,0.0001758758444339037,0.0010833939304575324
Bitcoin,Bitcoin whale reveals 3.5K BTC short: key support levels to watch next,"Bitcoin stopped short of a full rebound at $116,000 as traders monitored whale activity and several key BTC price support levels.",https://cointelegraph.com/news/bitcoin-whale-reveals-3-5k-btc-short-levels-watch-next,2025-10-13T16:10:45Z,Cointelegraph,negative,0.8507863283157349,0.8507863283157349,8.88538415892981e-05,0.14912481606006622
Bitcoin,Crypto CEO Konstantin Galish mysterious death in his Lamborghini amid $30 million market crash: Who was he?,"A massive crypto liquidation event, exceeding $19 billion, occurred following US President Trump's announcement of tariffs on China. Amidst this market crash, Ukrainian crypto trader Konstantin Galish was found dead in his Lamborghini, with authorities invest…",https://economictimes.indiatimes.com/news/international/global-trends/crypto-ceo-konstantin-galish-mysterious-death-in-his-lamborghini-amid-30-million-market-crash-who-was-he/articleshow/124531655.cms,2025-10-13T16:10:13Z,The Times of India,positive,0.8510776162147522,0.13940952718257904,0.009512890130281448,0.8510776162147522
Bitcoin,Bitcoin mining stocks rebound after Trump’s tariff threat sparked market turmoil,Analysts say confusion over China’s export rules briefly rattled markets before Bitcoin miners led a swift recovery on Monday.,https://cointelegraph.com/news/bitcoin-miners-rally-trump-china-tariff-fears,2025-10-13T16:09:32Z,Cointelegraph,positive,0.9998072981834412,2.144843529094942e-05,0.0001712453959044069,0.9998072981834412
Ethereum,CME Group launches CFTC-regulated Solana and XRP options,CME has added SOL and XRP to its crypto derivatives offerings. The regulated products allow traders to choose between micro and standard contracts. Contracts are “physically settled” into their corresponding futures. The Chicago Mercantile Exchange Group has …,https://coinjournal.net/news/cme-group-launches-cftc-regulated-solana-and-xrp-options-market/,2025-10-13T17:00:36Z,Coinjournal.net,negative,0.9999674558639526,0.9999674558639526,2.90492462227121e-05,3.4184351989097195e-06
Ethereum,Bitcoin Price Crash Not Over? Analyst Predicts Another 30% Crash As Longs Pile Up Again,"Top crypto analyst Capo has indicated that the Bitcoin price crash is not over. This comes amid a rebound in the flagship crypto, which has climbed from the lows recorded during the recent crypto market crash.  Analyst Predicts 30% Drop For The Bitcoin Price …",http://www.newsbtc.com/news/bitcoin/bitcoin-price-crash-not-over-2/,2025-10-13T16:30:08Z,newsBTC,neutral,0.9894687533378601,0.0017115498194471002,0.9894687533378601,0.008819789625704288
Ethereum,The Big Bitcoin Short: Who profited $200 million shorting BTC just before Trump’s post?,Rumors of insider trading dominated social media throughout the weekend as one wallet banked generational wealth in a single trade. Bitcoin price fell rapidly after President Trump posted plans on Friday to impose 100% tariffs on all Chinese imports effective…,https://cryptoslate.com/the-big-bitcoin-short-who-shorted-btc-before-trumps-tariff-post-to-bank-200-million/,2025-10-13T16:25:53Z,CryptoSlate,positive,0.8516727685928345,0.14732500910758972,0.0010022394126281142,0.8516727685928345
Ethereum,"While Government Stalls, the White House Plots Its Crypto Move? US Crypto News",What is the biggest crypto news today? The White House has a candidate for the CFTC chair as the US faces record shutdown delays.,https://beincrypto.com/white-house-cftc-mike-selig-shutdown-us-crypto-news/,2025-10-13T16:14:56Z,BeInCrypto,positive,0.9841380715370178,0.014260848984122276,0.001601099269464612,0.9841380715370178
Ethereum,Institutions Restart Heavy Buying After the Weekend Crypto Crash,"While retailers remain weary of crypto following the weekend's market crash, these digital asset HODLers bought the dip.",https://beincrypto.com/institutions-restart-heavy-buying-after-the-weekend-crypto-crash/,2025-10-13T16:14:14Z,BeInCrypto,positive,0.9664654731750488,0.03182533010840416,0.0017091883346438408,0.9664654731750488
Ethereum,Crypto CEO Konstantin Galish mysterious death in his Lamborghini amid $30 million market crash: Who was he?,"A massive crypto liquidation event, exceeding $19 billion, occurred following US President Trump's announcement of tariffs on China. Amidst this market crash, Ukrainian crypto trader Konstantin Galish was found dead in his Lamborghini, with authorities invest…",https://economictimes.indiatimes.com/news/international/global-trends/crypto-ceo-konstantin-galish-mysterious-death-in-his-lamborghini-amid-30-million-market-crash-who-was-he/articleshow/124531655.cms,2025-10-13T16:10:13Z,The Times of India,positive,0.8510776162147522,0.13940952718257904,0.009512890130281448,0.8510776162147522
Ethereum,Bitcoin mining stocks rebound after Trump’s tariff threat sparked market turmoil,Analysts say confusion over China’s export rules briefly rattled markets before Bitcoin miners led a swift recovery on Monday.,https://cointelegraph.com/news/bitcoin-miners-rally-trump-china-tariff-fears,2025-10-13T16:09:32Z,Cointelegraph,positive,0.9998072981834412,2.144843529094942e-05,0.0001712453959044069,0.9998072981834412
Ethereum,"UK-Listed Smarter Web Company Buys $12.1M in Bitcoin, Lifts Holdings to 2,650 BTC","Smarter Web Company, the UK’s largest publicly traded Bitcoin holder, has purchased another 100 BTC valued at $12.1 million, paying an average price of...",https://cryptonews.com/news/uk-listed-smarter-web-company-buys-12-1m-in-bitcoin-lifts-holdings-to-2650-btc/,2025-10-13T15:38:04Z,Cryptonews,negative,0.999982476234436,0.999982476234436,1.5576957594021223e-05,1.8534567516326206e-06
Ethereum,"Crypto market crash: BTC, ETH, and altcoins plunge; billions lost in sudden weekend panic — Is this the beginning of a total market wipeout?","Crypto market crash rocks October 2025. Bitcoin, Ethereum, and top altcoins plunged billions in hours. The $20 billion wipeout shocked investors and highlighted extreme crypto volatility. Bitcoin fell from $126K to below $105K. Ethereum dropped nearly 11%. Ma…",https://economictimes.indiatimes.com/news/international/us/crypto-market-crash-october-2025-bitcoin-ethereum-and-altcoins-plunge-billions-lost-in-sudden-weekend-panic-is-this-the-beginning-of-a-total-market-wipeout-investors-scramble-as-market-volatility-hits-unprecedented-highs/articleshow/124528466.cms,2025-10-13T15:34:17Z,The Times of India,positive,0.9986935257911682,0.001158429542556405,0.00014804590318817645,0.9986935257911682
Ethereum,Altcoins surge back after crash — $130B added in 24 hours,"Market data shows a rapid rebound in capitalization and sentiment, with leading tokens posting double-digit gains and traders eyeing signs of an early altcoin revival.",https://ambcrypto.com/altcoins-surge-back-after-crash-130b-added-in-24-hours/,2025-10-13T15:30:05Z,Ambcrypto.com,neutral,1.0,3.1602982453193817e-09,1.0,1.28227757301147e-08
Ethereum,Bitcoin and Ethereum ETF Investments Have Already Topped 2024—Will It Last?,"tanked on Friday during tense trade talks between the U.S. and China.
and exchange-traded products pulled in $3.17 billion worth of funds last week before spot marketsBitcoin funds pulled in $2.6 billion and Ethereum funds saw $338 million worth of new deposi…",https://biztoc.com/x/64a69b404385f8d3,2025-10-13T15:05:20Z,Biztoc.com,negative,0.9998329877853394,0.9998329877853394,7.991763413883746e-05,8.69589057401754e-05
Ethereum,Trump’s tariff on China spurs record $10 billion volume for Bitcoin funds,"Crypto-based funds attracted $3.17 billion in new capital, even as markets reeled from tariff-related tensions between the United States and China, according to CoinShares weekly report. On Oct. 10, President Donald Trump announced that the US could raise tar…",https://cryptoslate.com/bitcoin-remains-king-with-2-67b-inflow-in-turbulent-market/,2025-10-13T15:00:33Z,CryptoSlate,negative,0.9341809749603271,0.9341809749603271,0.05676421895623207,0.00905479397624731
Ethereum,Tom Lee's BitMine Adds $838 Million More in Ethereum Amid Market Chaos,"Top publicly traded Ethereum treasury firm BitMine Immersion Technologies bought the crypto dip.
The Las Vegas-based firm added 202,037 ETH—about $838 million worth at the current price—bringing its total holdings to 3,032,188 ETH, valued at more than $12.5 b…",https://biztoc.com/x/cff461b780ac9676,2025-10-13T14:43:18Z,Biztoc.com,negative,0.9997304081916809,0.9997304081916809,0.00026833562878891826,1.21193795621366e-06
Ethereum,Derivatives Funding Rates Collapse to 2022 Lows as Billions Liquidated — Is Bitcoin Set to Rebound?,"Crypto derivatives funding rates plunged to their lowest levels since the 2022 bear market following the largest liquidation event in history, with Glassnode...",https://cryptonews.com/news/derivatives-funding-rates-collapse-to-2022-lows-as-billions-liquidated-is-bitcoin-set-to-rebound/,2025-10-13T14:33:22Z,Cryptonews,positive,0.9998819828033447,2.4765549824223854e-05,9.320652316091582e-05,0.9998819828033447
Ethereum,"In the AI era, Trump shows he still reigns supreme when it comes to moving markets","On Friday, President Trump reminded investors of some important facts: the trade war is still a risk and he's still the biggest market-moving force.",https://www.businessinsider.com/trump-tariffs-china-100-percent-stock-market-today-crypto-oil-2025-10,2025-10-13T14:27:25Z,Business Insider,positive,0.9999449253082275,5.356593101168983e-05,1.5523899037361844e-06,0.9999449253082275
Ethereum,Crypto markets rebound after $19 billion wipeout leaves traders reeling,"The crypto market bounced back on Monday, just days after traders experienced the worst crypto liquidation event in history. Bitcoin is up 3% over the past 24 hours to now near $115,00, according to data from Binance. Ethereum, the world’s second largest cryp…",https://biztoc.com/x/69eb8fd55c203837,2025-10-13T14:09:46Z,Biztoc.com,neutral,0.9950135350227356,0.0004788649966940284,0.9950135350227356,0.004507569130510092
Ethereum,BitMine’s Ethereum holdings top 3 million ETH after latest multi-million dollar purchase,"BitMine's total crypto and cash holdings have now hit $12.9 billion, and the company owns more than 2.5% of Ethereum’s circulating supply.",https://biztoc.com/x/ebfc281bb6434d19,2025-10-13T14:09:28Z,Biztoc.com,negative,0.9999001026153564,0.9999001026153564,9.653644519858062e-05,3.3852738852147013e-06
Ethereum,What Is Pepe Rider ($PERID)? The Degen Meme Token Fueling Ethereum’s Bull Run — Over $1 Million Raised in Presale,"DUBAI, UAE, Oct. 13, 2025 (GLOBE NEWSWIRE) -- As Ethereum smashes past $4,900 in 2025, the crypto market is heating up with strong belief that $ETH will climb even higher. At the center of this excitement is Pepe Rider ($PERID) — the meme token built to rewar…",https://www.globenewswire.com/news-release/2025/10/13/3165606/0/en/What-Is-Pepe-Rider-PERID-The-Degen-Meme-Token-Fueling-Ethereum-s-Bull-Run-Over-1-Million-Raised-in-Presale.html,2025-10-13T13:57:00Z,GlobeNewswire,neutral,0.9999817609786987,1.6837879229569808e-05,0.9999817609786987,1.4615050076827174e-06
Ethereum,"BofA hikes gold’s 2026 target to $5,000; sees silver testing $65 but with this caution","Bank of America has boosted its price targets for gold and silver. Gold is now projected to reach $5,000 per ounce by 2026. Silver's target is set at $65 per ounce. These forecasts are supported by fiscal deficits and a push for lower interest rates. Silver h…",https://economictimes.indiatimes.com/markets/commodities/news/bofa-hikes-golds-2026-target-to-5000-sees-silver-testing-65-but-with-this-caution/articleshow/124529215.cms,2025-10-13T13:51:36Z,The Times of India,neutral,0.999822199344635,0.00017721245239954442,0.999822199344635,5.373027534005814e-07
Ethereum,BitMine adds over 200K ETH in ‘aggressive’ post-crash weekend buying,"BitMine’s Tom Lee saw the market crash as a discount buying opportunity, acquiring over $827 million worth of Ether over the weekend.",https://cointelegraph.com/news/bitmine-acquires-2-5-eth-supply-aggressive-post-crash-buying,2025-10-13T13:49:14Z,Cointelegraph,neutral,0.9947772026062012,0.0027864244766533375,0.9947772026062012,0.0024364127311855555
Ethereum,"Tom Lee's Bitmine Bought the Dip, Adding Over 200K ETH to Ethereum Treasury","treasury company BitMine Technologies (BMNR) bought last week's dip in crypto prices, adding 202,037 tokens, $828 million at current prices, to its holdings, the firm reported on Monday.
""The crypto liquidation over the past few days created a price decline i…",https://biztoc.com/x/ad14409fffc4153b,2025-10-13T13:47:08Z,Biztoc.com,positive,0.9968041181564331,0.0021881661377847195,0.0010077200131490827,0.9968041181564331
Ethereum,Tom Lee’s BitMine surpasses 50% of its goal to hold 5% of the Ethereum supply,"BitMine's growing Ethereum control could influence market dynamics, potentially impacting Ethereum's price stability and investor strategies.
The post Tom Lee’s BitMine surpasses 50% of its goal to hold 5% of the Ethereum supply appeared first on Crypto Brief…",https://cryptobriefing.com/bitmine-ethereum-supply-holdings/,2025-10-13T13:30:51Z,Crypto Briefing,negative,0.9734255075454712,0.9734255075454712,0.006513143889605999,0.020061340183019638
Solana,CME Group launches CFTC-regulated Solana and XRP options,CME has added SOL and XRP to its crypto derivatives offerings. The regulated products allow traders to choose between micro and standard contracts. Contracts are “physically settled” into their corresponding futures. The Chicago Mercantile Exchange Group has …,https://coinjournal.net/news/cme-group-launches-cftc-regulated-solana-and-xrp-options-market/,2025-10-13T17:00:36Z,Coinjournal.net,negative,0.9999674558639526,0.9999674558639526,2.90492462227121e-05,3.4184351989097195e-06
Solana,"Price predictions 10/13: SPX, DXY, BTC, ETH, BNB, XRP, SOL, DOGE, ADA, HYPE","Bitcoin and the major altcoins witnessed solid buying at lower levels, but a sustained relief rally is unlikely as the bears are expected to sell at higher levels.",https://cointelegraph.com/news/price-predictions-10-13-spx-dxy-btc-eth-bnb-xrp-sol-doge-ada-hype,2025-10-13T16:57:00Z,Cointelegraph,neutral,0.9998241066932678,5.66131820960436e-05,0.9998241066932678,0.00011933777568629012
Solana,BNB Chain Launches $45M Airdrop to Support Memecoin Traders After Market Crash,"In a strategic effort to bolster its ecosystem, BNB Chain has announced a $45 million “Reload Airdrop” to support users affected by recent market instability...",https://www.coinspeaker.com/bnb-chain-launches-45m-airdrop-to-support-memecoin-traders-after-market-crash/,2025-10-13T16:40:03Z,Coinspeaker,neutral,0.9266296029090881,0.07326381653547287,0.9266296029090881,0.00010664646106306463
Solana,Solana DeFi giant Kamino boosts liquidity via Project 0 integration,Solana-based liquidity layer Kamino is integrating crypto prime broker Project 0 to unlock cross-margin lending using a single pool of credit.,https://biztoc.com/x/74cb154432462f3b,2025-10-13T16:11:31Z,Biztoc.com,neutral,0.9999974966049194,2.511891125323018e-06,0.9999974966049194,1.8211345320651162e-08
Solana,"Crypto market crash: BTC, ETH, and altcoins plunge; billions lost in sudden weekend panic — Is this the beginning of a total market wipeout?","Crypto market crash rocks October 2025. Bitcoin, Ethereum, and top altcoins plunged billions in hours. The $20 billion wipeout shocked investors and highlighted extreme crypto volatility. Bitcoin fell from $126K to below $105K. Ethereum dropped nearly 11%. Ma…",https://economictimes.indiatimes.com/news/international/us/crypto-market-crash-october-2025-bitcoin-ethereum-and-altcoins-plunge-billions-lost-in-sudden-weekend-panic-is-this-the-beginning-of-a-total-market-wipeout-investors-scramble-as-market-volatility-hits-unprecedented-highs/articleshow/124528466.cms,2025-10-13T15:34:17Z,The Times of India,positive,0.9986935257911682,0.001158429542556405,0.00014804590318817645,0.9986935257911682
Solana,Altcoins surge back after crash — $130B added in 24 hours,"Market data shows a rapid rebound in capitalization and sentiment, with leading tokens posting double-digit gains and traders eyeing signs of an early altcoin revival.",https://ambcrypto.com/altcoins-surge-back-after-crash-130b-added-in-24-hours/,2025-10-13T15:30:05Z,Ambcrypto.com,neutral,1.0,3.1602982453193817e-09,1.0,1.28227757301147e-08
Solana,$HYPER Buyers Lose Nothing in $19B Crash: Raises $23.3M in Record Time,"Quick Facts: 1️⃣ Bitcoin, while secure and decentralized, struggles with slow transaction speeds and high fees, limiting its use for everyday transactions. 2️⃣ Bitcoin Hyper ($HYPER) is a new Layer-2 network that aims to solve Bitcoin’s problems by providing …",https://bitcoinist.com/bitcoin-hyper-layer-2-raises-23-3m-as-buyers-lost-nothing-in-crash/,2025-10-13T15:20:08Z,Bitcoinist,positive,0.9584757089614868,0.03585329279303551,0.00567107368260622,0.9584757089614868
Solana,Binance Reimburses $283M After Market Crash and Asset Depegging Issues,"The exchange said it fully compensated users within 24 hours after USDe, BNSOL, and wBETH briefly depegged during Friday’s market turmoil.",https://decrypt.co/344026/binance-reimburses-283m-after-market-crash-and-asset-depegging-issues,2025-10-13T15:01:03Z,Decrypt,negative,0.9998425245285034,0.9998425245285034,1.2126792171329726e-05,0.00014527422899845988
Solana,Trump’s tariff on China spurs record $10 billion volume for Bitcoin funds,"Crypto-based funds attracted $3.17 billion in new capital, even as markets reeled from tariff-related tensions between the United States and China, according to CoinShares weekly report. On Oct. 10, President Donald Trump announced that the US could raise tar…",https://cryptoslate.com/bitcoin-remains-king-with-2-67b-inflow-in-turbulent-market/,2025-10-13T15:00:33Z,CryptoSlate,negative,0.9341809749603271,0.9341809749603271,0.05676421895623207,0.00905479397624731
Solana,CME Group launches Solana and XRP futures options,"CME's launch of Solana and XRP futures options signals growing institutional crypto adoption, enhancing risk management and hedging strategies.
The post CME Group launches Solana and XRP futures options appeared first on Crypto Briefing.",https://cryptobriefing.com/cme-group-cftc-regulated-options-solana-xrp/,2025-10-13T14:09:39Z,Crypto Briefing,neutral,0.999651312828064,0.00034845431218855083,0.999651312828064,2.2138722499676078e-07
Solana,A state-backed crypto fund just made its first buy — and it wasn’t Bitcoin,"A sovereign crypto fund surprised markets by making its first investment in BNB, rather than Bitcoin. This is a big, bold move in Kazakhstan’s strategy.",https://cointelegraph.com/explained/state-backed-crypto-fund,2025-10-13T14:00:00Z,Cointelegraph,negative,0.5007556080818176,0.5007556080818176,0.4987645149230957,0.00047984818229451776
Solana,Final Flash Sale: Save up to $624 on your TechCrunch Disrupt 2025 pass — Ends Oct 17,"The final countdown to Disrupt 2025! Save up to $624 on your pass before prices rise Friday, October 17 at 11:59 p.m. PT. Join 10,000+ founders, investors, and operators for 200+ sessions, 250+ leaders, 300+ showcasing startups, and Startup Battlefield 200. R…",https://techcrunch.com/2025/10/13/final-flash-sale-save-up-to-624-on-your-techcrunch-disrupt-2025-pass-ends-friday/,2025-10-13T14:00:00Z,TechCrunch,negative,0.9939109086990356,0.9939109086990356,0.0060864766128361225,2.596796093712328e-06
Solana,Final flash sale: Save up to $624 on your TechCrunch Disrupt 2025 pass — ends October 17,"The final countdown to Disrupt 2025! Save up to $624 on your pass before prices rise Friday, October 17 at 11:59 p.m. PT. Join 10,000+ founders, investors, and operators for 200+ sessions, 250+ leaders, 300+ showcasing startups, and Startup Battlefield 200. R…",https://techcrunch.com/2025/10/13/final-flash-sale-save-up-to-624-on-your-techcrunch-disrupt-2025-pass-ends-october-17/,2025-10-13T14:00:00Z,TechCrunch,negative,0.994541347026825,0.994541347026825,0.005456095095723867,2.585387164799613e-06
Solana,Solana DEXs must focus on building resilient markets,"Solana DEX volumes crashed 65% as memecoin trading collapsed, exposing shallow liquidity pools. Building deep markets for Bitcoin and stablecoins ensures long-term survi",https://cointelegraph.com/news/solana-resilient-markets,2025-10-13T13:30:00Z,Cointelegraph,positive,0.8235830664634705,0.1754922717809677,0.0009246578556485474,0.8235830664634705
Solana,"BitMEX Launches Uptober Carnival: Win from a $1,000,000 Prize Pool","BitMEX announced today the launch of its Uptober Carnival, allowing traders to compete for their share of a 1,000,000 USDT prize pool and other rewards.",https://www.globenewswire.com/news-release/2025/10/13/3165571/0/en/BitMEX-Launches-Uptober-Carnival-Win-from-a-1-000-000-Prize-Pool.html,2025-10-13T13:15:00Z,GlobeNewswire,neutral,0.9892599582672119,0.010712115094065666,0.9892599582672119,2.793733074213378e-05
Solana,MMA.INC Updates on Revolutionary Crypto and Web3 Platform to Convert 700 Million Global MMA Fans to Participants,Highlights  MMA.INC’s platform enables the community to ‘Get Paid to Train’ through tokenized rewards and cryptocurrencyExpecting to release an MMA.INC......,https://www.globenewswire.com/news-release/2025/10/13/3165568/0/en/MMA-INC-Updates-on-Revolutionary-Crypto-and-Web3-Platform-to-Convert-700-Million-Global-MMA-Fans-to-Participants.html,2025-10-13T13:05:00Z,GlobeNewswire,neutral,0.5362880825996399,0.4636877179145813,0.5362880825996399,2.423425394226797e-05
Solana,These 3 Next 1000x Cryptos Could Outlast the Market as Tether CEO Backs Bitcoin’s Durability,"Quick Facts: 1️⃣ Tether CEO Paolo Ardoino reaffirmed that Bitcoin and gold will outlast every fiat currency, echoing Tether’s strategy of holding both as reserve assets. 2️⃣ $BTC is up 23% YTD and gold 55.95%, while the U.S. dollar index has fallen nearly 9%.…",https://bitcoinist.com/these-next-1000x-cryptos-smart-bet-tether-ceo-praises-bitcoin/,2025-10-13T13:03:55Z,Bitcoinist,negative,0.6056503653526306,0.6056503653526306,0.3922235667705536,0.0021260385401546955
Solana,Crypto Funds See $3.17B Weekly Inflows Despite US–China Tariff Turmoil,"Digital asset funds logged $3.17 billion in inflows last week, defying market turbulence triggered by renewed US–China tariff tensions. Key Takeaways...",https://cryptonews.com/news/crypto-funds-see-3-17b-weekly-inflows-despite-us-china-tariff-turmoil/,2025-10-13T12:20:03Z,Cryptonews,negative,0.9115372896194458,0.9115372896194458,0.06402203440666199,0.02444060891866684
